Red1,Red2,Red3,Red4,Red5,Red6,Blue balls
0.025,0.275,0.525,0.575,0.675,0.825,0.15
0.075,0.25,0.55,0.575,0.675,0.725,0.1
0.025,0.075,0.475,0.6,0.8,0.825,0.025
0.125,0.2,0.25,0.35,0.425,0.75,0.325
0.025,0.125,0.325,0.475,0.6,0.675,0.275
0.125,0.225,0.275,0.45,0.75,0.775,0.1
0.2,0.25,0.475,0.675,0.7,0.775,0.4
0.1,0.125,0.325,0.55,0.625,0.75,0.1
0.15,0.275,0.45,0.65,0.675,0.8,0.025
0.05,0.075,0.175,0.2,0.475,0.65,0.4
0.225,0.275,0.375,0.4,0.675,0.825,0.125
0.125,0.175,0.7,0.775,0.8,0.825,0.2
0.05,0.1,0.175,0.35,0.375,0.8,0.1
0.15,0.3,0.35,0.375,0.45,0.625,0.3
0.025,0.275,0.4,0.425,0.5,0.65,0.35
0.125,0.4,0.5,0.55,0.675,0.725,0.225
0.15,0.2,0.5,0.55,0.65,0.675,0.225
0.175,0.45,0.5,0.575,0.675,0.775,0.325
0.075,0.25,0.35,0.425,0.7,0.825,0.05
0.225,0.35,0.55,0.575,0.775,0.825,0.35
0.225,0.475,0.525,0.75,0.775,0.8,0.1
0.05,0.125,0.15,0.525,0.625,0.7,0.225
0.05,0.075,0.25,0.575,0.625,0.7,0.225
0.375,0.55,0.575,0.6,0.7,0.725,0.2
0.175,0.225,0.3,0.35,0.5,0.675,0.4
0.225,0.375,0.525,0.6,0.675,0.8,0.25
0.025,0.15,0.2,0.5,0.675,0.75,0.075
0.05,0.15,0.3,0.425,0.45,0.475,0.25
0.175,0.3,0.425,0.65,0.725,0.775,0.4
0.1,0.225,0.275,0.425,0.65,0.675,0.325
0.125,0.15,0.2,0.525,0.775,0.825,0.35
0.075,0.425,0.525,0.575,0.675,0.7,0.025
0.1,0.25,0.45,0.475,0.625,0.675,0.05
0.125,0.2,0.325,0.475,0.675,0.7,0.175
0.375,0.4,0.525,0.55,0.675,0.825,0.375
0.275,0.3,0.325,0.35,0.45,0.825,0.325
0.05,0.2,0.25,0.45,0.5,0.825,0.3
0.05,0.175,0.25,0.5,0.675,0.725,0.075
0.025,0.15,0.225,0.25,0.375,0.8,0.35
0.175,0.4,0.5,0.6,0.625,0.75,0.175
0.025,0.15,0.475,0.65,0.7,0.75,0.075
0.025,0.05,0.125,0.425,0.65,0.8,0.25
0.1,0.325,0.375,0.425,0.525,0.6,0.375
0.025,0.25,0.425,0.525,0.575,0.75,0.3
0.15,0.225,0.575,0.6,0.625,0.825,0.325
0.1,0.25,0.3,0.675,0.8,0.825,0.125
0.025,0.075,0.175,0.3,0.475,0.5,0.15
0.075,0.175,0.375,0.4,0.425,0.575,0.25
0.1,0.35,0.45,0.7,0.775,0.8,0.3
0.025,0.05,0.275,0.5,0.65,0.75,0.35
0.075,0.5,0.575,0.65,0.8,0.825,0.175
0.05,0.1,0.125,0.225,0.325,0.525,0.125
0.15,0.275,0.4,0.5,0.55,0.825,0.175
0.05,0.2,0.225,0.4,0.5,0.55,0.175
0.175,0.225,0.4,0.6,0.625,0.725,0.15
0.225,0.275,0.35,0.5,0.625,0.65,0.375
0.375,0.475,0.575,0.6,0.625,0.8,0.075
0.025,0.1,0.2,0.375,0.675,0.8,0.4
0.125,0.325,0.425,0.65,0.675,0.75,0.175
0.15,0.275,0.3,0.55,0.575,0.75,0.125
0.05,0.1,0.2,0.65,0.725,0.825,0.2
0.05,0.1,0.125,0.6,0.65,0.825,0.375
0.175,0.325,0.375,0.675,0.7,0.725,0.325
0.05,0.15,0.2,0.225,0.375,0.725,0.35
0.125,0.2,0.475,0.625,0.7,0.75,0.175
0.25,0.275,0.3,0.575,0.65,0.725,0.4
0.25,0.275,0.35,0.375,0.4,0.6,0.175
0.2,0.275,0.7,0.725,0.775,0.825,0.15
0.15,0.2,0.45,0.5,0.575,0.775,0.325
0.025,0.2,0.225,0.35,0.425,0.8,0.025
0.125,0.2,0.4,0.55,0.675,0.725,0.05
0.075,0.175,0.2,0.25,0.55,0.575,0.3
0.025,0.05,0.075,0.425,0.625,0.775,0.225
0.1,0.15,0.2,0.3,0.575,0.625,0.2
0.1,0.2,0.25,0.3,0.775,0.825,0.25
0.05,0.125,0.25,0.55,0.8,0.825,0.225
0.05,0.15,0.375,0.4,0.45,0.8,0.375
0.025,0.075,0.1,0.275,0.45,0.55,0.35
0.225,0.525,0.625,0.65,0.725,0.775,0.325
0.05,0.375,0.4,0.425,0.55,0.8,0.175
0.075,0.25,0.3,0.475,0.675,0.75,0.2
0.05,0.1,0.275,0.35,0.675,0.75,0.125
0.175,0.2,0.3,0.325,0.55,0.75,0.225
0.05,0.375,0.525,0.575,0.625,0.75,0.25
0.025,0.175,0.225,0.5,0.575,0.75,0.05
0.15,0.25,0.4,0.65,0.675,0.725,0.075
0.125,0.2,0.375,0.6,0.675,0.775,0.275
0.125,0.175,0.375,0.5,0.575,0.75,0.375
0.1,0.175,0.2,0.475,0.8,0.825,0.325
0.025,0.15,0.35,0.6,0.7,0.8,0.3
0.025,0.05,0.125,0.25,0.6,0.675,0.375
0.275,0.375,0.5,0.55,0.625,0.75,0.125
0.025,0.1,0.2,0.325,0.6,0.675,0.125
0.05,0.1,0.3,0.35,0.425,0.6,0.375
0.375,0.475,0.575,0.7,0.725,0.825,0.1
0.1,0.25,0.325,0.375,0.55,0.675,0.1
0.025,0.05,0.1,0.175,0.25,0.575,0.1
0.2,0.325,0.4,0.575,0.675,0.775,0.2
0.2,0.4,0.475,0.525,0.775,0.8,0.15
0.125,0.175,0.4,0.5,0.525,0.625,0.125
0.1,0.325,0.35,0.575,0.65,0.8,0.25
0.05,0.125,0.2,0.25,0.8,0.825,0.05
0.125,0.2,0.225,0.35,0.375,0.475,0.175
0.025,0.2,0.35,0.375,0.5,0.725,0.25
0.25,0.3,0.5,0.6,0.675,0.725,0.175
0.05,0.125,0.225,0.375,0.6,0.625,0.275
0.175,0.2,0.45,0.6,0.725,0.775,0.175
0.1,0.225,0.275,0.375,0.725,0.775,0.15
0.05,0.075,0.225,0.575,0.7,0.825,0.2
0.175,0.3,0.325,0.5,0.6,0.775,0.125
0.325,0.35,0.45,0.475,0.525,0.7,0.15
0.45,0.5,0.55,0.575,0.75,0.775,0.4
0.025,0.225,0.325,0.55,0.7,0.8,0.275
0.1,0.2,0.225,0.375,0.475,0.625,0.225
0.125,0.25,0.325,0.6,0.65,0.775,0.1
0.15,0.175,0.3,0.5,0.65,0.675,0.275
0.025,0.175,0.55,0.6,0.65,0.775,0.25
0.3,0.4,0.5,0.55,0.625,0.775,0.1
0.05,0.25,0.4,0.55,0.6,0.7,0.375
0.05,0.125,0.2,0.25,0.3,0.525,0.175
0.025,0.1,0.15,0.425,0.475,0.65,0.075
0.025,0.075,0.1,0.25,0.45,0.725,0.1
0.05,0.15,0.25,0.55,0.75,0.775,0.375
0.05,0.275,0.3,0.575,0.725,0.775,0.125
0.025,0.15,0.35,0.55,0.625,0.65,0.3
0.05,0.075,0.15,0.35,0.775,0.8,0.075
0.15,0.275,0.35,0.575,0.65,0.75,0.05
0.075,0.15,0.4,0.575,0.65,0.75,0.35
0.05,0.15,0.4,0.575,0.75,0.775,0.05
0.025,0.075,0.15,0.475,0.525,0.725,0.175
0.025,0.1,0.2,0.225,0.35,0.375,0.325
0.025,0.05,0.1,0.375,0.425,0.55,0.35
0.125,0.175,0.45,0.475,0.55,0.6,0.4
0.075,0.175,0.35,0.575,0.625,0.675,0.2
0.025,0.3,0.4,0.5,0.55,0.6,0.2
0.075,0.125,0.35,0.625,0.65,0.75,0.125
0.35,0.45,0.525,0.625,0.7,0.725,0.25
0.075,0.2,0.35,0.5,0.6,0.65,0.3
0.025,0.125,0.275,0.5,0.55,0.6,0.05
0.025,0.125,0.15,0.4,0.625,0.75,0.225
0.075,0.125,0.15,0.325,0.5,0.55,0.175
0.075,0.15,0.325,0.35,0.475,0.7,0.15
0.175,0.225,0.45,0.55,0.575,0.725,0.15
0.275,0.3,0.325,0.4,0.575,0.625,0.3
0.025,0.175,0.25,0.4,0.55,0.825,0.225
0.125,0.175,0.25,0.575,0.7,0.725,0.075
0.25,0.45,0.475,0.725,0.8,0.825,0.225
0.175,0.2,0.225,0.375,0.55,0.675,0.3
0.2,0.275,0.325,0.475,0.7,0.775,0.15
0.225,0.25,0.3,0.475,0.55,0.725,0.4
0.05,0.15,0.275,0.3,0.475,0.725,0.15
0.125,0.25,0.45,0.475,0.75,0.775,0.075
0.1,0.475,0.55,0.675,0.75,0.825,0.025
0.05,0.125,0.15,0.4,0.7,0.725,0.1
0.1,0.175,0.2,0.45,0.575,0.6,0.05
0.025,0.1,0.275,0.7,0.775,0.8,0.4
0.1,0.2,0.25,0.35,0.45,0.5,0.275
0.025,0.525,0.575,0.625,0.775,0.825,0.025
0.025,0.35,0.375,0.5,0.575,0.75,0.35
0.075,0.15,0.175,0.3,0.625,0.65,0.175
0.3,0.375,0.5,0.625,0.675,0.775,0.05
0.2,0.225,0.375,0.425,0.75,0.8,0.15
0.175,0.3,0.35,0.375,0.425,0.5,0.025
0.2,0.35,0.4,0.45,0.525,0.575,0.4
0.025,0.075,0.3,0.375,0.475,0.575,0.35
0.125,0.25,0.425,0.475,0.725,0.8,0.3
0.075,0.25,0.35,0.4,0.55,0.575,0.275
0.1,0.15,0.4,0.675,0.725,0.825,0.125
0.15,0.3,0.325,0.375,0.45,0.65,0.325
0.1,0.25,0.275,0.625,0.75,0.775,0.025
0.05,0.35,0.5,0.55,0.75,0.8,0.05
0.025,0.05,0.2,0.275,0.35,0.525,0.225
0.2,0.225,0.375,0.55,0.75,0.825,0.4
0.225,0.4,0.525,0.625,0.65,0.775,0.35
0.2,0.25,0.375,0.475,0.575,0.7,0.4
0.275,0.45,0.475,0.55,0.6,0.8,0.175
0.275,0.5,0.525,0.55,0.6,0.675,0.375
0.1,0.125,0.15,0.275,0.525,0.775,0.25
0.05,0.15,0.275,0.65,0.7,0.725,0.075
0.025,0.35,0.575,0.625,0.725,0.75,0.075
0.025,0.4,0.425,0.525,0.675,0.75,0.4
0.35,0.375,0.525,0.6,0.675,0.8,0.3
0.05,0.15,0.325,0.55,0.725,0.775,0.2
0.125,0.15,0.225,0.35,0.525,0.825,0.05
0.125,0.325,0.35,0.575,0.625,0.775,0.05
0.025,0.175,0.25,0.275,0.65,0.675,0.275
0.05,0.075,0.125,0.225,0.325,0.7,0.275
0.15,0.375,0.425,0.45,0.575,0.75,0.275
0.1,0.125,0.275,0.35,0.7,0.8,0.1
0.025,0.15,0.175,0.35,0.45,0.65,0.4
0.075,0.175,0.25,0.45,0.525,0.6,0.3
0.125,0.25,0.5,0.575,0.65,0.775,0.075
0.025,0.425,0.6,0.7,0.8,0.825,0.05
0.05,0.35,0.5,0.6,0.7,0.8,0.4
0.525,0.55,0.625,0.7,0.725,0.75,0.2
0.025,0.15,0.175,0.275,0.325,0.375,0.125
0.2,0.325,0.35,0.45,0.575,0.825,0.15
0.1,0.15,0.225,0.35,0.5,0.725,0.35
0.075,0.35,0.4,0.5,0.775,0.8,0.225
0.05,0.15,0.3,0.425,0.625,0.7,0.3
0.025,0.475,0.625,0.65,0.675,0.825,0.25
0.075,0.175,0.5,0.525,0.625,0.775,0.35
0.1,0.175,0.275,0.35,0.725,0.8,0.3
0.125,0.2,0.375,0.5,0.675,0.75,0.325
0.15,0.35,0.475,0.5,0.525,0.575,0.2
0.05,0.125,0.175,0.225,0.275,0.675,0.4
0.15,0.25,0.575,0.625,0.65,0.725,0.125
0.175,0.275,0.3,0.325,0.45,0.475,0.4
0.125,0.225,0.325,0.375,0.45,0.65,0.125
0.025,0.2,0.275,0.65,0.7,0.775,0.1
0.175,0.45,0.6,0.725,0.775,0.825,0.4
0.025,0.35,0.4,0.425,0.5,0.775,0.1
0.35,0.45,0.475,0.65,0.75,0.775,0.275
0.05,0.5,0.525,0.7,0.775,0.825,0.15
0.05,0.175,0.2,0.225,0.425,0.725,0.275
0.325,0.35,0.5,0.625,0.675,0.775,0.3
0.125,0.225,0.25,0.3,0.425,0.475,0.325
0.125,0.25,0.425,0.575,0.65,0.8,0.175
0.025,0.2,0.425,0.5,0.525,0.55,0.075
0.075,0.25,0.525,0.575,0.675,0.825,0.275
0.275,0.3,0.325,0.475,0.65,0.7,0.3
0.15,0.2,0.325,0.375,0.55,0.825,0.15
0.225,0.3,0.5,0.6,0.7,0.775,0.175
0.275,0.375,0.5,0.525,0.65,0.825,0.375
0.025,0.275,0.3,0.45,0.625,0.675,0.4
0.075,0.15,0.275,0.65,0.75,0.8,0.3
0.05,0.3,0.325,0.45,0.625,0.675,0.175
0.075,0.275,0.3,0.4,0.525,0.575,0.225
0.15,0.225,0.25,0.35,0.7,0.75,0.125
0.075,0.1,0.15,0.275,0.575,0.7,0.35
0.175,0.35,0.475,0.525,0.55,0.575,0.075
0.3,0.375,0.4,0.525,0.65,0.725,0.4
0.275,0.475,0.55,0.65,0.775,0.8,0.05
0.1,0.325,0.4,0.475,0.525,0.625,0.35
0.1,0.175,0.3,0.35,0.65,0.8,0.1
0.05,0.175,0.225,0.35,0.45,0.7,0.125
0.075,0.2,0.275,0.35,0.45,0.575,0.4
0.025,0.05,0.225,0.35,0.55,0.625,0.125
0.325,0.35,0.5,0.525,0.625,0.825,0.175
0.05,0.4,0.45,0.475,0.675,0.75,0.35
0.525,0.55,0.575,0.6,0.625,0.8,0.15
0.1,0.475,0.5,0.55,0.7,0.825,0.15
0.025,0.125,0.275,0.55,0.575,0.65,0.375
0.175,0.25,0.275,0.425,0.575,0.7,0.375
0.2,0.425,0.6,0.65,0.7,0.825,0.1
0.025,0.15,0.175,0.2,0.675,0.75,0.25
0.375,0.575,0.6,0.625,0.7,0.725,0.225
0.2,0.3,0.45,0.475,0.575,0.8,0.075
0.025,0.075,0.2,0.325,0.45,0.575,0.4
0.175,0.2,0.5,0.575,0.6,0.8,0.325
0.15,0.25,0.525,0.7,0.725,0.775,0.3
0.025,0.1,0.15,0.2,0.525,0.6,0.175
0.125,0.225,0.3,0.425,0.675,0.75,0.15
0.075,0.1,0.15,0.625,0.65,0.75,0.025
0.25,0.325,0.35,0.45,0.5,0.775,0.075
0.15,0.175,0.3,0.4,0.55,0.625,0.175
0.025,0.3,0.5,0.625,0.75,0.775,0.05
0.025,0.075,0.1,0.275,0.475,0.575,0.05
0.025,0.05,0.1,0.25,0.45,0.475,0.175
0.125,0.175,0.5,0.575,0.675,0.775,0.1
0.075,0.125,0.15,0.225,0.375,0.8,0.35
0.025,0.1,0.25,0.275,0.35,0.675,0.15
0.1,0.15,0.45,0.55,0.625,0.825,0.4
0.175,0.225,0.25,0.3,0.55,0.65,0.175
0.025,0.075,0.15,0.5,0.525,0.65,0.025
0.125,0.375,0.425,0.475,0.5,0.75,0.325
0.175,0.3,0.325,0.4,0.65,0.775,0.175
0.1,0.15,0.2,0.325,0.55,0.8,0.275
0.1,0.2,0.325,0.625,0.75,0.775,0.25
0.225,0.25,0.275,0.3,0.45,0.575,0.175
0.05,0.45,0.475,0.6,0.625,0.825,0.275
0.125,0.15,0.25,0.4,0.5,0.625,0.3
0.05,0.125,0.25,0.275,0.425,0.525,0.125
0.025,0.1,0.15,0.35,0.7,0.825,0.025
0.225,0.4,0.425,0.475,0.55,0.65,0.25
0.025,0.1,0.225,0.3,0.375,0.45,0.125
0.2,0.25,0.425,0.5,0.675,0.75,0.025
0.15,0.325,0.425,0.475,0.575,0.775,0.3
0.1,0.225,0.375,0.4,0.475,0.675,0.25
0.05,0.125,0.15,0.325,0.4,0.475,0.075
0.275,0.4,0.475,0.55,0.625,0.75,0.2
0.05,0.225,0.35,0.375,0.4,0.575,0.25
0.225,0.275,0.35,0.5,0.675,0.75,0.225
0.175,0.225,0.3,0.325,0.55,0.6,0.275
0.075,0.175,0.2,0.375,0.725,0.75,0.325
0.05,0.125,0.225,0.375,0.5,0.6,0.25
0.075,0.25,0.35,0.425,0.45,0.75,0.3
0.35,0.375,0.425,0.55,0.6,0.725,0.325
0.1,0.175,0.325,0.5,0.725,0.825,0.075
0.025,0.05,0.3,0.4,0.5,0.65,0.075
0.15,0.3,0.35,0.5,0.55,0.6,0.225
0.1,0.225,0.45,0.525,0.8,0.825,0.075
0.125,0.15,0.2,0.3,0.55,0.6,0.075
0.1,0.25,0.625,0.65,0.75,0.825,0.15
0.05,0.175,0.425,0.525,0.575,0.65,0.4
0.025,0.125,0.25,0.4,0.45,0.775,0.075
0.075,0.125,0.3,0.725,0.75,0.8,0.35
0.15,0.225,0.3,0.35,0.45,0.675,0.35
0.025,0.05,0.1,0.25,0.35,0.575,0.175
0.15,0.275,0.325,0.425,0.625,0.8,0.175
0.15,0.25,0.4,0.475,0.6,0.825,0.4
0.1,0.45,0.5,0.525,0.725,0.825,0.175
0.1,0.175,0.4,0.5,0.6,0.75,0.125
0.25,0.275,0.3,0.525,0.65,0.825,0.225
0.025,0.125,0.225,0.5,0.7,0.8,0.3
0.025,0.05,0.425,0.5,0.625,0.7,0.325
0.15,0.25,0.275,0.5,0.725,0.8,0.325
0.075,0.175,0.2,0.35,0.625,0.8,0.15
0.05,0.275,0.35,0.375,0.725,0.825,0.05
0.025,0.075,0.35,0.65,0.725,0.825,0.225
0.05,0.15,0.275,0.475,0.525,0.7,0.125
0.05,0.225,0.375,0.55,0.575,0.6,0.4
0.05,0.075,0.15,0.475,0.625,0.725,0.025
0.1,0.125,0.325,0.45,0.475,0.625,0.025
0.1,0.45,0.475,0.6,0.625,0.65,0.25
0.025,0.05,0.125,0.3,0.5,0.55,0.025
0.125,0.325,0.45,0.525,0.65,0.75,0.05
0.25,0.275,0.45,0.575,0.775,0.825,0.375
0.275,0.325,0.4,0.525,0.55,0.575,0.05
0.025,0.175,0.35,0.6,0.625,0.7,0.2
0.125,0.2,0.45,0.625,0.65,0.775,0.1
0.025,0.15,0.225,0.4,0.625,0.65,0.225
0.025,0.175,0.375,0.4,0.5,0.675,0.35
0.025,0.325,0.475,0.6,0.65,0.725,0.275
0.125,0.35,0.425,0.55,0.575,0.7,0.375
0.2,0.275,0.375,0.425,0.575,0.625,0.125
0.2,0.3,0.525,0.55,0.675,0.775,0.225
0.075,0.325,0.35,0.4,0.625,0.675,0.3
0.075,0.1,0.45,0.65,0.675,0.825,0.025
0.15,0.2,0.35,0.475,0.575,0.625,0.275
0.125,0.175,0.5,0.55,0.75,0.8,0.25
0.325,0.525,0.6,0.675,0.775,0.8,0.025
0.225,0.325,0.35,0.475,0.55,0.625,0.05
0.075,0.25,0.275,0.35,0.375,0.8,0.05
0.025,0.15,0.2,0.225,0.35,0.55,0.125
0.05,0.125,0.15,0.175,0.275,0.375,0.3
0.15,0.175,0.2,0.475,0.55,0.575,0.05
0.05,0.1,0.15,0.4,0.45,0.475,0.4
0.125,0.3,0.425,0.45,0.6,0.7,0.3
0.525,0.55,0.6,0.775,0.8,0.825,0.025
0.025,0.05,0.225,0.25,0.375,0.55,0.15
0.05,0.1,0.275,0.3,0.45,0.8,0.325
0.075,0.4,0.45,0.775,0.8,0.825,0.3
0.025,0.075,0.15,0.25,0.275,0.725,0.4
0.25,0.3,0.375,0.625,0.65,0.675,0.35
0.075,0.125,0.275,0.375,0.5,0.575,0.225
0.025,0.25,0.625,0.675,0.75,0.8,0.225
0.275,0.45,0.5,0.575,0.775,0.8,0.375
0.025,0.375,0.5,0.55,0.625,0.7,0.35
0.275,0.35,0.4,0.45,0.6,0.825,0.1
0.125,0.2,0.25,0.275,0.675,0.7,0.275
0.1,0.15,0.375,0.7,0.8,0.825,0.35
0.2,0.325,0.425,0.45,0.5,0.675,0.325
0.075,0.225,0.325,0.55,0.575,0.625,0.15
0.05,0.25,0.275,0.425,0.45,0.725,0.4
0.075,0.375,0.425,0.575,0.675,0.75,0.275
0.075,0.15,0.45,0.475,0.525,0.775,0.025
0.025,0.175,0.2,0.25,0.3,0.6,0.025
0.15,0.2,0.375,0.475,0.5,0.775,0.125
0.125,0.375,0.475,0.625,0.65,0.725,0.375
0.1,0.35,0.4,0.575,0.7,0.725,0.075
0.025,0.175,0.425,0.575,0.625,0.775,0.275
0.15,0.25,0.325,0.375,0.8,0.825,0.375
0.1,0.125,0.15,0.2,0.225,0.45,0.275
0.325,0.425,0.5,0.525,0.55,0.675,0.025
0.2,0.3,0.4,0.475,0.65,0.8,0.075
0.525,0.55,0.65,0.7,0.775,0.8,0.175
0.025,0.125,0.25,0.475,0.65,0.7,0.3
0.15,0.25,0.35,0.375,0.475,0.575,0.375
0.05,0.15,0.225,0.325,0.7,0.8,0.3
0.025,0.175,0.25,0.55,0.775,0.8,0.375
0.05,0.1,0.125,0.2,0.275,0.75,0.05
0.25,0.325,0.475,0.525,0.6,0.75,0.175
0.175,0.25,0.525,0.575,0.775,0.825,0.35
0.125,0.175,0.35,0.4,0.45,0.525,0.025
0.025,0.05,0.075,0.35,0.475,0.825,0.075
0.275,0.375,0.4,0.5,0.6,0.775,0.1
0.125,0.175,0.225,0.275,0.475,0.625,0.125
0.1,0.125,0.6,0.7,0.75,0.825,0.225
0.1,0.275,0.45,0.475,0.65,0.8,0.1
0.075,0.275,0.425,0.45,0.6,0.625,0.15
0.05,0.3,0.325,0.575,0.675,0.7,0.3
0.05,0.125,0.175,0.2,0.5,0.675,0.1
0.075,0.175,0.275,0.525,0.75,0.825,0.175
0.025,0.25,0.35,0.375,0.45,0.775,0.325
0.025,0.2,0.575,0.625,0.7,0.725,0.25
0.375,0.4,0.525,0.675,0.75,0.825,0.1
0.075,0.325,0.375,0.475,0.5,0.675,0.35
0.05,0.15,0.2,0.25,0.275,0.425,0.325
0.1,0.475,0.55,0.65,0.725,0.75,0.275
0.2,0.275,0.425,0.575,0.8,0.825,0.25
0.1,0.125,0.175,0.25,0.3,0.55,0.4
0.075,0.325,0.375,0.45,0.525,0.825,0.4
0.1,0.2,0.225,0.325,0.7,0.825,0.1
0.225,0.375,0.475,0.525,0.575,0.725,0.375
0.225,0.275,0.375,0.55,0.6,0.65,0.075
0.025,0.125,0.175,0.225,0.25,0.5,0.4
0.05,0.25,0.325,0.4,0.575,0.8,0.2
0.025,0.175,0.3,0.35,0.45,0.625,0.25
0.225,0.3,0.525,0.675,0.725,0.75,0.125
